suburb,state,latitude,longitude
Margaret River,WA,-33.955,115.076
Yebble,WA,-33.9574,115.099
Mount Walker,WA,-32.0472,118.5552
Highbury,WA,-33.0667,117.25
Copley,WA,-31.807,116.4775
Sandy Gully,WA,-28.3084,114.5195
Alma,WA,-28.3084,114.5195
Highgate,WA,-31.9397,115.8701
Goldsworthy,WA,-20.35,119.5333
West Beach,WA,-33.8746,121.8901
Singleton,WA,-32.444,115.7572
Rockingham Dc,WA,-32.1549,115.7916
Serpentine,WA,-32.3605,115.9772
Casuarina,WA,-32.2414,115.8698
Glenfield,WA,-28.6925,114.6214
Georgina,WA,-28.8775,114.7536
Subiaco Po,WA,-31.9485,115.8268
Ellenbrook East,WA,-31.7712,116.0118
Carlisle North,WA,-31.9842,115.911
Carlisle South,WA,-31.9842,115.911
Merriwa,WA,-31.6649,115.7127
Mindarie,WA,-31.6893,115.707
Eglinton,WA,-31.5868,115.6888
Wangara Dc,WA,-31.7606,115.8402
Kingsway,WA,-31.7606,115.8402
Wangara Dc,WA,-31.8496,115.8584
Campion,WA,-31.0287,118.4893
Mangowine,WA,-30.7622,118.2786
Boolading,WA,-33.3501,116.8261
Southern Cross,WA,-31.2268,119.3238
