suburb,state,latitude,longitude,assigned_region
Toolondo,VIC,-36.9833,141.9333,North West
Quantong,VIC,-36.7333,142.0167,North West
Wonwondah,VIC,-36.9192,142.2581,North West
Telangatuk East,VIC,-37.0833,141.9667,
Haven,VIC,-36.7607,142.1943,North West
Lower Norton,VIC,-36.8065,142.043,North West
Wombelano,VIC,-37.0,141.6,North West
Zumsteins,VIC,-36.8083,142.0525,
Bungalally,VIC,-36.8,142.25,North West
Rocklands,VIC,-36.8083,142.0525,
Dahlen,VIC,-36.8083,142.0525,Regional VIC
Green Lake,VIC,-36.8083,142.0525,Central Queensland
Jilpanger,VIC,-36.8083,142.0525,Regional VIC
Mitre,VIC,-36.7333,141.7833,North West
Remlaw,VIC,-36.8083,142.0525,Regional VIC
Vectis,VIC,-36.7379,142.0843,North West
Drung,VIC,-36.7484,142.293,North West
Pimpinio,VIC,-36.5833,142.1167,North West
Kalkee,VIC,-36.5333,142.2333,North West
Nurrabiel,VIC,-36.9167,142.05,North West
Miga Lake,VIC,-36.9333,141.6333,North West
Kanagulk,VIC,-37.1333,141.8667,
Dooen,VIC,-36.6454,142.2352,North West
Wallup,VIC,-36.35,142.25,North West
Jallumba,VIC,-36.9333,141.95,Regional VIC
Mockinya,VIC,-36.9667,142.15,North West
Murra Warra,VIC,-36.482,142.2239,North West
Archdale,VIC,-36.8333,143.5167,
Archdale Junction,VIC,-36.8724,143.516,
Burkes Flat,VIC,-36.65,143.55,Bendigo
Cochranes Creek,VIC,-36.751,143.511,
Emu,VIC,-36.7333,143.4667,
Logan,VIC,-36.6167,143.4667,
Bealiba,VIC,-36.8,143.55,
South Wharf,VIC,-37.8253,144.9522,Melbourne - Inner
Southbank,VIC,-37.8228,144.9643,Melbourne - Inner
Windsor,VIC,-37.8546,144.9934,Regional VIC
Prahran,VIC,-37.8511,144.9932,Melbourne - Inner
Prahran East,VIC,-37.8529,144.9933,Regional VIC
St Kilda South,VIC,-37.8599,144.9711,Regional VIC
St Kilda,VIC,-37.8599,144.9711,Regional VIC
St Kilda West,VIC,-37.8599,144.9711,
Brighton Road,VIC,-37.8821,144.9821,Regional VIC
Elwood,VIC,-37.8821,144.9821,
Elsternwick,VIC,-37.8864,145.0025,
Gardenvale,VIC,-37.8981,145.0091,Melbourne - Inner South
Ripponlea,VIC,-37.878,144.995,
South Melbourne,VIC,-37.8333,144.9667,Melbourne - Inner
South Melbourne Dc,VIC,-37.8333,144.9667,Melbourne - Inner
Albert Park,VIC,-37.8445,144.953,Regional VIC
Middle Park,VIC,-37.8512,144.962,Regional VIC
St Kilda Road Central,VIC,-37.8153,144.9756,Regional VIC
Ballyrogan,VIC,-37.4333,143.1333,
Buangor,VIC,-37.3667,143.1667,
Bayindeen,VIC,-37.3167,143.1667,
Middle Creek,VIC,-37.4,143.2333,
Landsborough,VIC,-37.0167,143.15,
Wattle Creek,VIC,-36.964,143.0777,
Shays Flat,VIC,-36.9903,143.0472,
Frenchmans,VIC,-36.9903,143.0472,Ballarat
Landsborough West,VIC,-36.9903,143.0472,
Tulkara,VIC,-36.9903,143.0472,North West
Navarre,VIC,-36.9,143.1,
Avoca,VIC,-37.0904,143.4736,Regional VIC
Nowhere Creek,VIC,-37.1227,143.299,Ballarat
Glenlofty,VIC,-37.1167,143.2167,Ballarat
Glenpatrick,VIC,-37.1333,143.3167,Ballarat
Glenlogie,VIC,-37.2329,143.2848,
Elmhurst,VIC,-37.1667,143.25,
Thorpdale,VIC,-38.2833,146.1833,Latrobe - Gippsland
Bena,VIC,-38.4167,145.7667,Latrobe - Gippsland
Koonwarra,VIC,-38.55,145.95,Latrobe - Gippsland
Walkerville South,VIC,-38.8599,145.9933,
Middle Tarwin,VIC,-38.6667,145.9333,Latrobe - Gippsland
Mirboo South,VIC,-38.6645,145.9833,Regional VIC
Walkerville,VIC,-38.6645,145.9833,Regional VIC
Walkerville North,VIC,-38.8432,145.9984,
Venus Bay,VIC,-38.7004,145.8224,Regional VIC
Dumbalk,VIC,-38.5333,146.0833,Latrobe - Gippsland
Tarwin,VIC,-38.5833,145.9833,Latrobe - Gippsland
Meeniyan,VIC,-38.5769,146.0193,Latrobe - Gippsland
Tarwin Lower,VIC,-38.7,145.85,
Dumbalk North,VIC,-38.5167,146.1667,Latrobe - Gippsland
Grassy Spur,VIC,-38.5833,146.0333,Regional VIC
Buffalo,VIC,-38.65,146.0333,Latrobe - Gippsland
Buffalo Creek,VIC,-38.65,146.0333,
Waratah North,VIC,-38.75,146.0833,Regional VIC
Hoddle,VIC,-38.6833,146.1333,Regional VIC
Fish Creek,VIC,-38.6833,146.0833,Latrobe - Gippsland
Waratah Bay,VIC,-38.8051,146.0694,
Sandy Point,VIC,-38.8199,146.1174,Regional VIC
Boolarong,VIC,-38.5667,146.25,Latrobe - Gippsland
Gunyah,VIC,-38.5333,146.3167,Latrobe - Gippsland
Foster,VIC,-38.6527,146.2007,
Tidal River,VIC,-38.653,146.2626,Regional VIC
Foster North,VIC,-38.653,146.2626,Latrobe - Gippsland
Woorarra West,VIC,-38.5927,146.2166,Latrobe - Gippsland
Yanakie,VIC,-38.8114,146.2057,
Wonga,VIC,-38.5968,146.2475,Latrobe - Gippsland
Bennison,VIC,-38.6665,146.2711,Latrobe - Gippsland
Mount Best,VIC,-38.6,146.3,Latrobe - Gippsland
Rumbug,VIC,-38.653,146.2626,Regional VIC
Turtons Creek,VIC,-38.55,146.25,Latrobe - Gippsland
Wilsons Promontory,VIC,-38.9602,146.3677,
Shallow Inlet,VIC,-38.653,146.2626,Regional VIC
Port Franklin,VIC,-38.6833,146.2667,
Port Welshpool,VIC,-38.6992,146.4531,
Adams Estate,VIC,-38.4254,145.5318,Latrobe - Gippsland
Corinella,VIC,-38.4141,145.4276,Shepparton
Caldermeade,VIC,-38.25,145.5333,
Lang Lang,VIC,-38.266,145.5621,
Lang Lang East,VIC,-38.2756,145.6531,
The Gurdies,VIC,-38.3847,145.5639,
Monomeith,VIC,-38.2167,145.5167,Melbourne - South East
Jam Jerrup,VIC,-38.3576,145.5241,
Grantville,VIC,-38.407,145.5301,
Coronet Bay,VIC,-38.4391,145.4457,
Tenby Point,VIC,-38.4157,145.476,Latrobe - Gippsland
Queensferry,VIC,-38.4167,145.5,Regional VIC
Pioneer Bay,VIC,-38.3807,145.5495,Latrobe - Gippsland
Pound Creek,VIC,-38.6159,145.8383,Latrobe - Gippsland
Inverloch,VIC,-38.6266,145.7226,
Caramut,VIC,-37.95,142.5167,Warrnambool and South West
Byaduk North,VIC,-37.8928,141.9553,Warrnambool and South West
Hamilton,VIC,-37.7442,142.022,Regional VIC
Bahgallah,VIC,-37.6959,141.3127,Warrnambool and South West
Brimboal,VIC,-37.3833,141.4,
Poolaijelo,VIC,-37.2324,141.0988,
Strathdownie,VIC,-37.7333,141.1833,
Wando Vale,VIC,-37.5167,141.45,Warrnambool and South West
Carapook,VIC,-37.55,141.5333,Warrnambool and South West
Powers Creek,VIC,-37.2,141.2833,North West
Chetwynd,VIC,-37.2833,141.4167,
Lindsay,VIC,-37.6002,141.1191,
Dergholm,VIC,-37.3833,141.2167,
Dunrobin,VIC,-37.4995,141.5467,Warrnambool and South West
Dorodong,VIC,-37.3332,141.0697,
Wando Bridge,VIC,-37.4833,141.4333,Warrnambool and South West
Lake Mundi,VIC,-37.55,141.0,
Henty,VIC,-37.6667,141.5167,Regional VIC
Killara,VIC,-37.75,145.5,Regional VIC
Warrock,VIC,-37.4402,141.3291,
Nangeela,VIC,-37.4995,141.5467,Warrnambool and South West
Sandford,VIC,-37.6167,141.4333,Mackay - Isaac - Whitsunday
Muntham,VIC,-37.5734,141.5443,Warrnambool and South West
Harrow,VIC,-37.1667,141.6,
Balmoral,VIC,-37.25,141.85,Regional VIC
Gatum,VIC,-37.4167,141.9333,Warrnambool and South West
Englefield,VIC,-37.3167,141.8333,Warrnambool and South West
Vasey,VIC,-37.3667,141.8833,Warrnambool and South West
Pigeon Ponds,VIC,-37.3,141.6833,Warrnambool and South West
Toorak,VIC,-37.8416,145.0144,
Hawksburn,VIC,-37.8416,145.0144,Regional VIC
Armadale,VIC,-37.8554,145.0205,Regional VIC
Armadale North,VIC,-37.85,145.0333,Regional VIC
Malvern,VIC,-37.8626,145.0281,Regional VIC
Malvern North,VIC,-37.853,145.032,Regional VIC
Kooyong,VIC,-37.8433,145.0358,
Tooronga,VIC,-37.8667,145.0667,Regional VIC
Glen Iris,VIC,-37.8667,145.0667,Regional VIC
Ashburton,VIC,-37.8667,145.0833,
Ashwood,VIC,-37.8666,145.1055,
Tabilk,VIC,-36.85,145.1667,Hume
Murchison,VIC,-36.6189,145.2172,Regional VIC
Dhurringile,VIC,-36.5319,145.2132,Shepparton
Murchison North,VIC,-36.5639,145.2628,Shepparton
Moorilim,VIC,-36.6167,145.3167,
Murchison East,VIC,-36.6167,145.25,
Wanalta,VIC,-36.6,144.8833,Regional VIC
Moora,VIC,-36.5942,145.019,South Australia - South East
Rushworth,VIC,-36.5867,145.0175,Shepparton
Whroo,VIC,-36.65,145.0167,
Waranga Shores,VIC,-36.5342,145.0607,Shepparton
Arcadia South,VIC,-36.5738,145.3548,
Pine Lodge,VIC,-36.381,145.551,Regional VIC
Grahamvale,VIC,-36.3484,145.4362,Shepparton
Orrvale,VIC,-36.4167,145.45,Shepparton
Cosgrove,VIC,-36.3451,145.6204,Regional VIC
Karramomus,VIC,-36.5264,145.4661,
Kialla,VIC,-36.4473,145.4142,Shepparton
Arcadia,VIC,-36.5654,145.3319,Regional VIC
Kialla East,VIC,-36.45,145.5333,Shepparton
Branditt,VIC,-36.4467,145.4752,Regional VIC
Lemnos,VIC,-36.35,145.4667,Shepparton
Shepparton East,VIC,-36.4016,145.4777,Shepparton
Cosgrove South,VIC,-36.417,145.63,Shepparton
Tamleugh West,VIC,-36.5667,145.5333,Regional VIC
Shepparton North,VIC,-36.4467,145.4752,Shepparton
Kialla West,VIC,-36.4645,145.3878,Shepparton
Mount Major,VIC,-36.3606,145.6914,Shepparton
Dookie,VIC,-36.3273,145.6897,
Wattville,VIC,-36.2881,145.709,Regional VIC
Yabba North,VIC,-36.2167,145.6833,Shepparton
Yabba South,VIC,-36.2832,145.6917,Shepparton
Youanmite,VIC,-36.1625,145.6899,Shepparton
Nalinga,VIC,-36.4167,145.7167,
Locksley,VIC,-36.8333,145.3333,Regional VIC
Longwood,VIC,-36.8,145.4167,Regional VIC
Tarnook,VIC,-36.5441,145.8744,Hume
Baddaginnie,VIC,-36.5833,145.8667,Hume
Warrenbayne,VIC,-36.6833,145.8667,Hume
Armstrong Creek,VIC,-38.2312,144.3737,Regional VIC
Charlemont,VIC,-38.2187,144.3677,Geelong
Deakin University,VIC,-38.2394,144.3406,Regional VIC
Barwon Heads,VIC,-38.2745,144.4885,
Connewarre,VIC,-38.2667,144.4,
Breamlea,VIC,-38.2979,144.3857,
Bellbrae,VIC,-38.3333,144.2667,Geelong
Bells Beach,VIC,-38.3751,144.2564,
Jan Juc,VIC,-38.3445,144.2952,
Torquay,VIC,-38.3308,144.3264,Regional VIC
Anglesea,VIC,-38.4073,144.1859,
Big Hill,VIC,-38.4676,144.0719,Regional VIC
Aireys Inlet,VIC,-38.464,144.1039,
Eastern View,VIC,-38.4827,144.027,
Fairhaven,VIC,-38.4577,144.0895,
Moggs Creek,VIC,-38.4658,144.0671,
Big Hill,VIC,-38.5404,143.9764,Regional VIC
Lorne,VIC,-38.5404,143.9764,Regional VIC
Moriac,VIC,-38.2409,144.1748,Geelong
Gherang,VIC,-38.3113,144.1034,Geelong
Paraparap,VIC,-38.301,144.1915,Geelong
Mount Moriac,VIC,-38.2167,144.1833,Geelong
Modewarre,VIC,-38.25,144.1333,Geelong
Buckley,VIC,-38.2333,144.1,Geelong
Birregurra,VIC,-38.3368,143.7847,
Mildura South,VIC,-34.4238,142.178,Regional VIC
Mildura Centre Plaza,VIC,-34.4238,142.178,Regional VIC
Koorlong,VIC,-34.2985,142.0412,North West
Nichols Point,VIC,-34.2103,142.2112,
Hattah,VIC,-34.7625,142.2815,
Nyarrin,VIC,-35.3833,142.6833,North West
Straten,VIC,-35.3898,142.946,North West
Pier Milan,VIC,-35.3898,142.946,North West
Tyenna,VIC,-35.3898,142.946,Regional VIC
Bimbourie,VIC,-35.3898,142.946,North West
Tyrrell Downs,VIC,-35.3667,142.9667,North West
Tyrrell,VIC,-35.3667,142.9667,North West
Myall,VIC,-35.581,144.0013,Regional VIC
Lake Tyrrell,VIC,-35.3898,142.946,North West
Nandaly,VIC,-35.3,142.7,North West
Sea Lake,VIC,-35.5039,142.8498,North West
Ninda,VIC,-35.4667,142.75,North West
Winnambool,VIC,-34.9593,142.7535,North West
Cocamba,VIC,-35.116,142.8978,North West
Chinkapook,VIC,-35.1891,142.9431,North West
Turoar,VIC,-35.1667,143.05,North West
Manangatang,VIC,-35.0551,142.8823,North West
Bolton,VIC,-34.9666,142.8815,North West
Gerahmin,VIC,-35.0755,142.9014,North West
Robinvale Irrigation District Section C,VIC,-34.6178,142.7278,Regional VIC
Robinvale Irrigation District Section D,VIC,-34.9978,142.8267,Regional VIC
Liparoo,VIC,-34.7848,142.5431,
Robinvale,VIC,-34.5836,142.7723,
Wandown,VIC,-34.9978,142.8267,North West
Robinvale Irrigation District Section B,VIC,-34.6184,142.7852,Regional VIC
Annuello,VIC,-34.85,142.8333,North West
Robinvale Irrigation District Section E,VIC,-34.6678,142.7611,Regional VIC
Bannerton,VIC,-34.6992,142.7883,North West
Tol Tol,VIC,-34.6514,142.8258,
Wemen,VIC,-34.7887,142.6301,
Fairley,VIC,-35.6868,143.8612,North West
Capels Crossing,VIC,-35.6333,143.4333,North West
Reedy Lake,VIC,-35.6852,143.868,North West
Murrabit,VIC,-35.5322,143.9524,
Koroop,VIC,-35.7425,144.0736,North West
Normanville,VIC,-35.8161,143.7454,
Tragowel,VIC,-35.8513,143.9777,North West
Lake Meran,VIC,-35.8691,143.81,
Westby,VIC,-35.7091,143.8581,North West
Benjeroop,VIC,-35.4913,143.8604,
Mystic Park,VIC,-35.5535,143.7221,North West
Bael Bael,VIC,-35.7091,143.8581,North West
Sandhill Lake,VIC,-35.7248,143.685,North West
East Yeoburn,VIC,-35.7091,143.8581,Regional VIC
Wandella,VIC,-35.7091,143.8581,Regional VIC
Pine View,VIC,-35.7091,143.8581,North West
Gonn Crossing,VIC,-35.5064,143.9308,
Milnes Bridge,VIC,-35.786,144.0824,North West
Dingwall,VIC,-35.811,143.8309,North West
Macorna,VIC,-35.9177,144.0305,
Appin,VIC,-35.8751,143.8739,Regional VIC
Kerang East,VIC,-35.7091,143.8581,North West
Meering West,VIC,-35.7091,143.8581,
Appin South,VIC,-35.9307,143.8642,
Murrabit West,VIC,-35.5193,143.9049,
Teal Point,VIC,-35.6746,144.0757,North West
Kerang,VIC,-35.7349,143.9203,North West
Budgerum East,VIC,-35.7792,143.6597,North West
Tresco,VIC,-35.5057,143.6748,North West
Tresco West,VIC,-35.463,143.6326,North West
Lake Boga,VIC,-35.463,143.6326,North West
Tyntynder South,VIC,-35.2788,143.5356,North West
Bulga,VIC,-35.2728,143.5885,Regional VIC
Tyntynder,VIC,-35.241,143.541,
Murrawee,VIC,-35.2993,143.5131,North West
Ultima East,VIC,-35.2728,143.5885,North West
Pental Island,VIC,-35.4034,143.6912,
Murraydale,VIC,-35.2888,143.5587,
Woorinen South,VIC,-35.3938,143.5502,North West
Woorinen North,VIC,-35.2397,143.4314,North West
Woorinen,VIC,-35.264,143.471,North West
Beverford,VIC,-35.2238,143.4727,
Vinifera,VIC,-35.2031,143.3784,
Nyah,VIC,-35.1755,143.3774,
Nyah West,VIC,-35.1854,143.3508,North West
Miralie,VIC,-35.1102,143.2858,North West
Wood Wood,VIC,-35.1037,143.3383,
Towan,VIC,-35.1167,143.2333,North West
Natya,VIC,-34.9567,143.2252,
Lake Powell,VIC,-34.715,142.9078,
Kenley,VIC,-34.8434,143.3388,
Piangil,VIC,-35.0585,143.3063,
Narrung,VIC,-34.774,143.2472,Regional VIC
Kooloonong,VIC,-34.8774,143.1459,North West
Boundary Bend,VIC,-34.7213,143.1648,
Charleroi,VIC,-36.2886,147.1244,Hume
Sandy Creek,VIC,-36.3,147.1,Latrobe - Gippsland
Huon,VIC,-36.2333,147.0667,Hume
Red Bluff,VIC,-36.2667,147.1,Regional VIC
Bullioh,VIC,-36.1951,147.3257,Hume
Tallangatta,VIC,-36.2179,147.177,Hume
Tallangatta East,VIC,-36.202,147.3056,Hume
Georges Creek,VIC,-36.1673,147.273,Richmond - Tweed
Jarvis Creek,VIC,-36.1745,147.2222,Hume
Koetong,VIC,-36.1529,147.4953,Hume
Cudgewa,VIC,-36.1874,147.7752,Hume
Tintaldra,VIC,-36.052,147.9052,
Guys Forest,VIC,-36.0654,147.6481,Hume
Pine Mountain,VIC,-36.011,147.639,Regional VIC
Walwa,VIC,-35.9659,147.734,
Burrowye,VIC,-36.0279,147.5562,
Wangaratta,VIC,-36.3585,146.3206,Regional VIC
Wangaratta West,VIC,-36.5333,146.2167,Regional VIC
Yarrunga,VIC,-36.4459,146.2686,Regional VIC
Appin Park,VIC,-36.4459,146.2686,Regional VIC
Gooramadda,VIC,-36.0,146.55,
Browns Plains,VIC,-36.0472,146.6387,Regional VIC
Boorhaman North,VIC,-36.095,146.2226,
Brimin,VIC,-36.0513,146.2249,
Lake Moodemere,VIC,-36.0496,146.4317,Regional VIC
Dugays Bridge,VIC,-36.0496,146.4317,Regional VIC
Norong Central,VIC,-36.0833,146.3333,Regional VIC
Prentice North,VIC,-36.0333,146.5,Regional VIC
Rutherglen,VIC,-36.0543,146.4621,
Great Southern,VIC,-36.0667,146.4833,Regional VIC
Moyhu,VIC,-36.578,146.3784,Hume
Myrrhee,VIC,-36.75,146.3167,Hume
Whitfield,VIC,-36.7833,146.4167,Regional VIC
Whorouly South,VIC,-36.5937,146.5967,Hume
Whorouly East,VIC,-36.5384,146.6407,Hume
Whorouly,VIC,-36.5167,146.6,Hume
Bowmans Forest,VIC,-36.48,146.6342,Hume
Myrtleford,VIC,-36.561,146.7237,Hume
Nug Nug,VIC,-36.6656,146.7178,Hume
Mudgegonga,VIC,-36.6049,146.722,Hume
Gapsted,VIC,-36.5167,146.6833,Hume
Abbeyard,VIC,-36.6049,146.722,Hume
Merriang,VIC,-36.5721,146.6933,Hume
Merriang South,VIC,-36.6052,146.6707,Hume
Wonnangatta,VIC,-36.6049,146.722,
Havilah,VIC,-36.6049,146.722,Regional VIC
Barwidgee,VIC,-36.5067,146.7819,Hume
Havillah,VIC,-36.6049,146.722,Regional VIC
Buffalo River,VIC,-36.6333,146.6833,Hume
Dandongadale,VIC,-36.8,146.6667,Hume
Rosewhite,VIC,-36.5833,146.8773,Hume
Selwyn,VIC,-36.6049,146.722,Regional VIC
Eldorado,VIC,-36.325,146.5539,Hume
Hurdle Flat,VIC,-36.3833,146.7333,Regional VIC
Beechworth,VIC,-36.3583,146.6858,Hume
Woolshed,VIC,-36.3167,146.6333,Ipswich
Stanley,VIC,-36.4167,146.75,Regional VIC
Baarmutha,VIC,-36.4167,146.6833,Regional VIC
Silver Creek,VIC,-36.3833,146.7167,Mackay - Isaac - Whitsunday
Murmungee,VIC,-36.45,146.6833,Hume
Wooragee,VIC,-36.2833,146.7833,Hume
Illowa,VIC,-38.3333,142.4167,
Koroit,VIC,-38.2918,142.3673,Warrnambool and South West
Yarpturk,VIC,-38.2816,142.4294,Warrnambool and South West
Tower Hill,VIC,-38.3333,142.35,
Kirkstall,VIC,-38.2667,142.3167,Warrnambool and South West
Southern Cross,VIC,-38.3,142.4,Regional VIC
Yangery,VIC,-38.3192,142.4407,Warrnambool and South West
Willatook,VIC,-38.1667,142.2667,Warrnambool and South West
Crossley,VIC,-38.3,142.3333,Warrnambool and South West
Tarrone,VIC,-38.2769,142.1995,Warrnambool and South West
Killarney,VIC,-38.35,142.3333,Regional VIC
Warrong,VIC,-38.2333,142.3667,Warrnambool and South West
Newborough,VIC,-38.1717,146.2926,Latrobe - Gippsland
Walhalla,VIC,-37.95,146.45,Latrobe - Gippsland
Jericho,VIC,-38.0569,146.2191,Regional VIC
Moe South,VIC,-38.2127,146.2524,Latrobe - Gippsland
Coalville,VIC,-38.25,146.2667,Latrobe - Gippsland
Hill End,VIC,-38.0167,146.15,Regional VIC
Aberfeldy,VIC,-37.7022,146.3791,Latrobe - Gippsland
Caringal,VIC,-37.9937,146.3465,Latrobe - Gippsland
Hernes Oak,VIC,-38.2209,146.3,Latrobe - Gippsland
Coopers Creek,VIC,-37.9833,146.4333,Regional VIC
Willow Grove,VIC,-38.0833,146.2,Latrobe - Gippsland
Thaloo,VIC,-38.0569,146.2191,Regional VIC
Toombon,VIC,-38.0569,146.2191,
Boola,VIC,-38.0569,146.2191,Latrobe - Gippsland
Rawson,VIC,-37.9546,146.3993,Latrobe - Gippsland
Amor,VIC,-37.9411,146.3981,Latrobe - Gippsland
Moondarra,VIC,-38.0167,146.3667,Latrobe - Gippsland
Erica,VIC,-37.9833,146.3667,Latrobe - Gippsland
Thalloo,VIC,-38.0842,146.3081,Regional VIC
Walhalla East,VIC,-38.0569,146.2191,Latrobe - Gippsland
Yallourn North,VIC,-38.1605,146.3645,Latrobe - Gippsland
Fumina,VIC,-37.9103,146.0894,Latrobe - Gippsland
Newborough East,VIC,-38.0569,146.2191,Regional VIC
Tanjil South,VIC,-38.1167,146.25,Latrobe - Gippsland
Tanjil,VIC,-38.0569,146.2191,Latrobe - Gippsland
Moe,VIC,-38.1783,146.261,Latrobe - Gippsland
Jacob Creek,VIC,-38.0013,146.411,Latrobe - Gippsland
Fumina South,VIC,-37.95,146.1167,Latrobe - Gippsland
Westbury,VIC,-38.1363,146.2175,Regional VIC
Yallourn,VIC,-38.1783,146.261,Latrobe - Gippsland
Gippsland Mc,VIC,-38.2903,146.5885,Regional VIC
Carrajung,VIC,-38.3667,146.6833,Latrobe - Gippsland
Carrajung South,VIC,-38.3858,146.7974,Latrobe - Gippsland
Tyers,VIC,-38.1489,146.4804,Latrobe - Gippsland
Carrajung Lower,VIC,-38.4,146.7333,Latrobe - Gippsland
Traralgon South,VIC,-38.2899,146.5462,Latrobe - Gippsland
Mount Tassie,VIC,-38.3056,146.6253,Latrobe - Gippsland
Blackwarry,VIC,-38.4,146.65,Latrobe - Gippsland
Callignee,VIC,-38.3333,146.5833,Latrobe - Gippsland
Koornalla,VIC,-38.3481,146.5253,Latrobe - Gippsland
Loy Yang,VIC,-38.249,146.576,Latrobe - Gippsland
Willung South,VIC,-38.35,146.7333,Latrobe - Gippsland
Callignee South,VIC,-38.3833,146.6167,Latrobe - Gippsland
Traralgon East,VIC,-38.3056,146.6253,Latrobe - Gippsland
Traralgon,VIC,-38.1953,146.5415,Latrobe - Gippsland
Callignee North,VIC,-38.3167,146.6,Latrobe - Gippsland
Flynn,VIC,-38.1667,146.6833,Regional VIC
Flynns Creek,VIC,-38.2506,146.6286,Latrobe - Gippsland
Willung,VIC,-38.25,146.8167,Latrobe - Gippsland
Hiamdale,VIC,-38.2011,146.8055,Latrobe - Gippsland
Rosedale,VIC,-38.1545,146.7886,Regional VIC
Nambrok,VIC,-38.05,146.8833,Latrobe - Gippsland
Sale North,VIC,-38.2148,147.0616,Regional VIC
Guthridge,VIC,-38.2148,147.0616,Regional VIC
Giffard,VIC,-38.4167,147.0833,
Wurruk,VIC,-38.1167,147.0333,Latrobe - Gippsland
Seacombe,VIC,-38.1167,147.4333,
Fulham,VIC,-38.1,146.9833,Regional VIC
Myrtlebank,VIC,-38.0669,147.0245,Latrobe - Gippsland
The Heart,VIC,-38.1167,147.1667,Latrobe - Gippsland
Longford,VIC,-38.1624,147.0859,Regional VIC
Paradise Beach,VIC,-38.1962,147.4152,
Loch Sport,VIC,-38.0401,147.5918,
The Honeysuckles,VIC,-38.3536,147.2195,
Flamingo Beach,VIC,-38.2819,147.3046,
Seaspray,VIC,-38.3761,147.1906,
Montgomery,VIC,-38.0333,147.0667,Latrobe - Gippsland
Pearsondale,VIC,-38.1335,147.0095,Latrobe - Gippsland
Bundalaguah,VIC,-38.0333,147.0167,Latrobe - Gippsland
Golden Beach,VIC,-38.2109,147.3987,Regional VIC
Giffard West,VIC,-38.3529,146.9875,Latrobe - Gippsland
Clydebank,VIC,-38.05,147.2,Latrobe - Gippsland
Dutson,VIC,-38.1833,147.1833,Latrobe - Gippsland
Darriman,VIC,-38.45,146.9333,
Glomar Beach,VIC,-38.3016,147.2795,
Somerton Park,VIC,-38.1804,147.169,
Cobains,VIC,-38.0833,147.15,Latrobe - Gippsland
Lake Wellington,VIC,-38.0167,147.45,Latrobe - Gippsland
Stradbroke,VIC,-38.3,147.0333,Latrobe - Gippsland
Dutson Downs,VIC,-38.1804,147.169,Latrobe - Gippsland
Kilmany,VIC,-38.1,146.9,Latrobe - Gippsland
Airly,VIC,-38.0333,147.1167,Latrobe - Gippsland
Sale East Raaf,VIC,-38.1035,147.127,Regional VIC
East Sale Raaf,VIC,-38.1035,147.127,Regional VIC
East Sale,VIC,-38.1035,147.127,Latrobe - Gippsland
Mewburn Park,VIC,-37.9214,146.8621,Regional VIC
Newry,VIC,-37.9167,146.8833,Latrobe - Gippsland
Maffra West Upper,VIC,-37.8754,146.8215,Latrobe - Gippsland
Tinamba West,VIC,-37.9311,146.8521,Latrobe - Gippsland
Tinamba,VIC,-37.9625,146.8914,Latrobe - Gippsland
Maffra,VIC,-37.9713,146.9837,Regional VIC
Valencia Creek,VIC,-37.773,146.9994,Latrobe - Gippsland
Nap Nap Marra,VIC,-37.8899,146.9726,Latrobe - Gippsland
Bushy Park,VIC,-37.8667,147.0333,Regional VIC
Monomak,VIC,-37.8899,146.9726,Latrobe - Gippsland
Boisdale,VIC,-37.8833,146.9833,Latrobe - Gippsland
Coongulla,VIC,-37.8913,146.786,Latrobe - Gippsland
Toolome,VIC,-37.8899,146.9726,Latrobe - Gippsland
Koorool,VIC,-37.8899,146.9726,Latrobe - Gippsland
Wrixon,VIC,-37.8899,146.9726,Latrobe - Gippsland
Wrathung,VIC,-37.8899,146.9726,Latrobe - Gippsland
Woolenook,VIC,-37.8899,146.9726,Latrobe - Gippsland
Riverslea,VIC,-38.0,146.95,Latrobe - Gippsland
Briagolong,VIC,-37.8436,147.0727,Latrobe - Gippsland
Moroka,VIC,-37.8899,146.9726,Latrobe - Gippsland
Nuntin,VIC,-37.8899,146.9726,Regional VIC
The Fingerboard,VIC,-37.8084,147.3096,Regional VIC
Glenaladale,VIC,-37.7501,147.3026,Latrobe - Gippsland
Fernbank,VIC,-37.8667,147.3167,Latrobe - Gippsland
Budgeree,VIC,-38.4167,146.3333,Latrobe - Gippsland
Grand Ridge,VIC,-38.4738,146.4208,Latrobe - Gippsland
Johnstones Hill,VIC,-38.4422,146.3299,Central Queensland
Boolarra South,VIC,-38.45,146.2833,Latrobe - Gippsland
Mirboo East,VIC,-38.4833,146.2833,Regional VIC
Budgeree East,VIC,-38.45,146.3833,Regional VIC
Boolarra,VIC,-38.3794,146.2753,Latrobe - Gippsland
Gormandale,VIC,-38.2833,146.7,Latrobe - Gippsland
Mcloughlins Beach,VIC,-38.6101,146.8906,
Woodside Beach,VIC,-38.5467,146.9784,
Woodside North,VIC,-38.5299,146.885,Regional VIC
Cherrilong,VIC,-38.5833,146.8833,Regional VIC
Woodside,VIC,-38.5238,146.8751,Regional VIC
Raymond Island,VIC,-37.9167,147.7333,Latrobe - Gippsland
Paynesville,VIC,-37.9189,147.7194,Regional VIC
Ocean Grange,VIC,-37.9178,147.7264,
Boole Poole,VIC,-37.9178,147.7264,
Toora North,VIC,-38.6184,146.346,Latrobe - Gippsland
Woorarra,VIC,-38.5918,146.3804,Regional VIC
