suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Greenleigh,NSW,-35.3667,149.2528,Capital Region,0.0,Capital Region,Capital Region,False
Wamboin,NSW,-35.2507,149.3328,,0.0,Capital Region,Capital Region,True
Gundaroo,NSW,-35.0333,149.25,Capital Region,0.0,Capital Region,Capital Region,False
Royalla,NSW,-35.5167,149.15,,0.0,Capital Region,Capital Region,True
Karabar,NSW,-35.376,149.2328,Capital Region,0.0,Capital Region,Capital Region,False
Yarrow,NSW,-35.4404,149.2114,Capital Region,0.0,Capital Region,Capital Region,False
Michelago,NSW,-35.7167,149.1667,Capital Region,0.0,Capital Region,Capital Region,False
Queanbeyan,NSW,-35.3549,149.232,,0.0,Capital Region,Capital Region,True
Primrose Valley,NSW,-35.4788,149.3852,Capital Region,0.0,Capital Region,Capital Region,False
Bywong,NSW,-35.1648,149.3289,Capital Region,0.0,Capital Region,Capital Region,False
Rossi,NSW,-35.4667,149.5,Capital Region,0.0,Capital Region,Capital Region,False
Forbes Creek,NSW,-35.3561,149.4208,Capital Region,0.0,Capital Region,Capital Region,False
Anembo,NSW,-35.3561,149.4208,Capital Region,0.0,Capital Region,Capital Region,False
Hoskinstown,NSW,-35.4167,149.45,Capital Region,0.0,Capital Region,Capital Region,False
Bungendore,NSW,-35.2538,149.4401,,0.0,Capital Region,Capital Region,True
Thredbo,NSW,-36.5068,148.3055,,0.0,Capital Region,Capital Region,True
Bredbo,NSW,-35.95,149.15,,0.0,Capital Region,Capital Region,True
Bumbalong,NSW,-35.8469,149.1289,,0.0,Capital Region,Capital Region,True
Paupong,NSW,-36.6074,148.6831,Capital Region,0.0,Capital Region,Capital Region,False
Dalgety,NSW,-36.5048,148.8363,Capital Region,0.0,Capital Region,Capital Region,False
Avonside,NSW,-36.4084,148.7215,Capital Region,0.0,Capital Region,Capital Region,False
Snowy Plain,NSW,-36.1167,148.8667,,0.0,Capital Region,Capital Region,True
Cootralantra,NSW,-36.2652,148.8679,Capital Region,0.0,Capital Region,Capital Region,False
Nimmo,NSW,-36.3819,148.7588,Capital Region,0.0,Capital Region,Capital Region,False
Byadbo Wilderness,NSW,-36.3819,148.7588,,0.0,Capital Region,Capital Region,True
Berridale,NSW,-36.3667,148.8277,Capital Region,0.0,Capital Region,Capital Region,False
Eucumbene,NSW,-36.1383,148.6349,Capital Region,0.0,Capital Region,Capital Region,False
Beloka,NSW,-36.5263,148.7383,Capital Region,0.0,Capital Region,Capital Region,False
Numbla Vale,NSW,-36.6352,148.8192,Capital Region,0.0,Capital Region,Capital Region,False
Braemar Bay,NSW,-36.1058,148.6527,Capital Region,0.0,Capital Region,Capital Region,False
Delegate,NSW,-37.0452,148.9412,,0.0,Capital Region,Capital Region,True
Corrowong,NSW,-36.9298,148.8238,,0.0,Capital Region,Capital Region,True
Tombong,NSW,-36.9,148.9319,Capital Region,0.0,Capital Region,Capital Region,False
Uriarra,NSW,-35.3497,148.9986,,101.0,Australian Capital Territory,Australian Capital Territory,True
Cooleman,NSW,-35.6299,148.6741,,12.0,Riverina,Riverina,True
Bimberi,NSW,-35.3497,148.9986,,101.0,Australian Capital Territory,Australian Capital Territory,True
Brindabella,NSW,-35.3886,148.7469,,12.0,Riverina,Riverina,True
Smiggin Holes,NSW,-36.394,148.4274,Capital Region,0.0,Capital Region,Capital Region,False
Perisher Valley,NSW,-36.406,148.4117,Capital Region,0.0,Capital Region,Capital Region,False
Kosciusko,NSW,-36.5051,148.3032,,0.0,Capital Region,Capital Region,True
Wilsons Valley,NSW,-36.4339,148.3695,Wide Bay,0.0,Capital Region,Capital Region,True
East Jindabyne,NSW,-36.3958,148.6514,Capital Region,0.0,Capital Region,Capital Region,False
Sawpit Creek,NSW,-36.4565,148.5018,,0.0,Capital Region,Capital Region,True
Grosses Plain,NSW,-36.5563,148.5059,Capital Region,0.0,Capital Region,Capital Region,False
Kalkite,NSW,-36.3373,148.638,Capital Region,0.0,Capital Region,Capital Region,False
Creel Bay,NSW,-36.4565,148.5018,Capital Region,0.0,Capital Region,Capital Region,False
Pilot Wilderness,NSW,-36.4565,148.5018,,0.0,Capital Region,Capital Region,True
Kosciuszko,NSW,-36.2644,148.4818,,0.0,Capital Region,Capital Region,True
Jindabyne,NSW,-36.4174,148.6225,Capital Region,0.0,Capital Region,Capital Region,False
Crackenback,NSW,-36.4429,148.5001,Capital Region,0.0,Capital Region,Capital Region,False
Ingeegoodbee,NSW,-36.4565,148.5018,,0.0,Capital Region,Capital Region,True
Burrungubugge,NSW,-36.4565,148.5018,,0.0,Capital Region,Capital Region,True
Ingebirah,NSW,-36.6537,148.4914,Capital Region,0.0,Capital Region,Capital Region,False
Moonbah,NSW,-36.4818,148.5512,Capital Region,0.0,Capital Region,Capital Region,False
Adaminaby,NSW,-35.9965,148.7724,Capital Region,0.0,Capital Region,Capital Region,False
Yaouk,NSW,-35.8152,148.8012,,0.0,Capital Region,Capital Region,True
Providence Portal,NSW,-35.9311,148.6796,,0.0,Capital Region,Capital Region,True
Tantangara,NSW,-35.7222,148.6722,,0.0,Capital Region,Capital Region,True
Anglers Reach,NSW,-36.0123,148.6961,Capital Region,0.0,Capital Region,Capital Region,False
Cabramurra,NSW,-35.9373,148.3788,,12.0,Riverina,Riverina,True
Old Adaminaby,NSW,-36.0407,148.7033,Capital Region,0.0,Capital Region,Capital Region,False
Bolaro,NSW,-35.9708,148.8958,Capital Region,0.0,Capital Region,Capital Region,False
Tolbar,NSW,-35.9311,148.6796,Capital Region,0.0,Capital Region,Capital Region,False
Gooandra,NSW,-35.9311,148.6796,,0.0,Capital Region,Capital Region,True
South Albury,NSW,-36.0865,146.9091,,8.0,Murray,Murray,True
East Albury,NSW,-36.0814,146.9299,,8.0,Murray,Murray,True
Table Top,NSW,-35.9667,147.0,,8.0,Murray,Murray,True
Ournie,NSW,-35.9318,147.8512,,12.0,Riverina,Riverina,True
Talmalmo,NSW,-35.9318,147.5012,,8.0,Murray,Murray,True
Splitters Creek,NSW,-36.053,146.85,,8.0,Murray,Murray,True
Albury,NSW,-36.0748,146.924,,8.0,Murray,Murray,True
Bungowannah,NSW,-36.0056,146.7702,,8.0,Murray,Murray,True
Wirlinga,NSW,-36.0321,147.04,,8.0,Murray,Murray,True
North Albury,NSW,-36.0575,146.9299,Murray,8.0,Murray,Murray,False
West Albury,NSW,-36.0798,146.8923,,8.0,Murray,Murray,True
Wymah,NSW,-35.978,147.2497,,8.0,Murray,Murray,True
Thurgoona,NSW,-36.0363,146.9961,,8.0,Murray,Murray,True
Ettamogah,NSW,-36.0031,146.9389,Murray,8.0,Murray,Murray,False
Moorwatha,NSW,-35.9232,146.7274,Murray,8.0,Murray,Murray,False
Laurel Hill,NSW,-35.6033,148.0915,Riverina,12.0,Riverina,Riverina,False
Nurenmerenmong,NSW,-35.6033,148.0915,Riverina,12.0,Riverina,Riverina,False
Tumbarumba,NSW,-35.7781,148.0117,Riverina,12.0,Riverina,Riverina,False
Maragle,NSW,-35.9262,148.11,Riverina,12.0,Riverina,Riverina,False
Willigobung,NSW,-35.661,148.0269,Riverina,12.0,Riverina,Riverina,False
Mannus,NSW,-35.799,147.9372,Riverina,12.0,Riverina,Riverina,False
Munderoo,NSW,-35.8318,147.8679,,12.0,Riverina,Riverina,True
Courabyra,NSW,-35.6816,148.044,Riverina,12.0,Riverina,Riverina,False
Tumut,NSW,-35.3064,148.2182,Riverina,12.0,Riverina,Riverina,False
Yarrangobilly,NSW,-35.6527,148.4643,,12.0,Riverina,Riverina,True
Bombowlee Creek,NSW,-35.2721,148.3231,Riverina,12.0,Riverina,Riverina,False
Wyangle,NSW,-35.2333,148.3,Riverina,12.0,Riverina,Riverina,False
Jones Bridge,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Lacmalac,NSW,-35.3167,148.3167,Riverina,12.0,Riverina,Riverina,False
Gocup,NSW,-35.227,148.1974,Riverina,12.0,Riverina,Riverina,False
Killimicat,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Couragago,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Bombowlee,NSW,-35.2628,148.2449,Riverina,12.0,Riverina,Riverina,False
Pinbeyan,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Windowie,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Talbingo,NSW,-35.581,148.2948,Riverina,12.0,Riverina,Riverina,False
Wermatong,NSW,-35.3697,148.2909,Riverina,12.0,Riverina,Riverina,False
Wereboldera,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Argalong,NSW,-35.3126,148.4227,Riverina,12.0,Riverina,Riverina,False
Goobarragandra,NSW,-35.3824,148.434,Riverina,12.0,Riverina,Riverina,False
Mundongo,NSW,-35.2907,148.2805,Riverina,12.0,Riverina,Riverina,False
Blowering,NSW,-35.5117,148.2658,Riverina,12.0,Riverina,Riverina,False
Minjary,NSW,-35.1999,148.1346,Riverina,12.0,Riverina,Riverina,False
Tumut Plains,NSW,-35.3323,148.2632,Riverina,12.0,Riverina,Riverina,False
Bogong Peaks Wilderness,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
Tumorrama,NSW,-35.1667,148.4201,,12.0,Riverina,Riverina,True
Red Hill,NSW,-35.0523,149.1643,Launceston and North East,0.0,Capital Region,Capital Region,True
Gadara,NSW,-35.3097,148.1199,Riverina,12.0,Riverina,Riverina,False
Buddong,NSW,-35.3216,148.3333,Riverina,12.0,Riverina,Riverina,False
South Gundagai,NSW,-35.0816,148.0988,Riverina,12.0,Riverina,Riverina,False
Darbalara,NSW,-35.0296,148.2062,Riverina,12.0,Riverina,Riverina,False
Nangus,NSW,-35.0529,147.9006,Riverina,12.0,Riverina,Riverina,False
Brungle,NSW,-35.1522,148.231,Riverina,12.0,Riverina,Riverina,False
Edwardstown,NSW,-35.0795,148.2287,Adelaide - South,12.0,Riverina,Riverina,True
Reno,NSW,-35.0795,148.2287,Riverina,12.0,Riverina,Riverina,False
Brungle Creek,NSW,-35.1398,148.294,Riverina,12.0,Riverina,Riverina,False
Gundagai,NSW,-35.0635,148.1037,Riverina,12.0,Riverina,Riverina,False
Muttama,NSW,-34.7985,148.1179,Riverina,12.0,Riverina,Riverina,False
Burra Creek,NSW,-34.8914,148.0932,Riverina,12.0,Riverina,Riverina,False
Kunama,NSW,-35.5494,148.0982,Riverina,12.0,Riverina,Riverina,False
Lower Bago,NSW,-34.8884,148.4489,Riverina,0.0,Capital Region,Capital Region,True
Bago,NSW,-35.5667,147.9667,Mid North Coast,12.0,Riverina,Riverina,True
Batlow,NSW,-35.5199,148.1473,Riverina,12.0,Riverina,Riverina,False
Burwood Heights,NSW,-33.8894,151.104,Sydney - Inner West,19.0,Sydney - Inner West,Sydney - Inner West,False
Strathfield South,NSW,-33.8925,151.0833,,19.0,Sydney - Inner West,Sydney - Inner West,True
Enfield,NSW,-33.8915,151.0932,Adelaide - North,19.0,Sydney - Inner West,Sydney - Inner West,True
Greenacre,NSW,-33.9003,151.0556,,18.0,Sydney - Inner South West,Sydney - Inner South West,True
Belfield,NSW,-33.9035,151.0847,,18.0,Sydney - Inner South West,Sydney - Inner South West,True
Caringbah,NSW,-34.0353,151.1247,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Voyager Point,NSW,-33.9587,150.9742,,26.0,Sydney - South West,Sydney - South West,True
Pleasure Point,NSW,-33.9699,150.9839,,26.0,Sydney - South West,Sydney - South West,True
Holsworthy,NSW,-33.9833,150.9667,,26.0,Sydney - South West,Sydney - South West,True
Sylvania Waters,NSW,-34.0187,151.1086,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Sylvania,NSW,-34.0124,151.0972,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Oyster Bay,NSW,-34.0041,151.0759,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Bonnet Bay,NSW,-34.0102,151.0525,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Jannali,NSW,-34.0164,151.0607,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Gymea Bay,NSW,-34.0521,151.088,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Gymea,NSW,-34.0364,151.0853,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Yowie Bay,NSW,-34.0512,151.1023,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Caringbah South,NSW,-34.0566,151.1215,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Dolans Bay,NSW,-34.0665,151.1281,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Taren Point,NSW,-34.0194,151.1183,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Port Hacking,NSW,-34.0679,151.1256,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Greenhills Beach,NSW,-34.0367,151.1592,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Maianbar,NSW,-34.0837,151.1241,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Woolooware,NSW,-34.0458,151.1431,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Bundeena,NSW,-34.0838,151.1502,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Cronulla,NSW,-34.0625,151.1496,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Burraneer,NSW,-34.0562,151.1381,,,,,False
Kurnell,NSW,-34.0109,151.2051,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Woronora,NSW,-34.0244,151.0386,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Loftus,NSW,-34.0447,151.0465,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Kareela,NSW,-34.0134,151.0835,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Goarra,NSW,-34.1348,151.0041,Central West,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Grays Point,NSW,-34.0587,151.086,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Kirrawee,NSW,-34.0383,151.069,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Palona,NSW,-34.1348,151.0041,West and North West,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Yarrawarrah,NSW,-34.0535,151.0356,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Engadine,NSW,-34.0656,151.0127,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Woronora Heights,NSW,-34.0356,151.0273,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Waterfall,NSW,-34.1338,150.9929,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Barden Ridge,NSW,-34.0341,151.0119,Sydney - Sutherland,27.0,Sydney - Sutherland,Sydney - Sutherland,False
Lucas Heights,NSW,-34.0479,150.9747,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Illawong,NSW,-34.0,151.0333,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Menai,NSW,-34.0167,151.0167,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Bangor,NSW,-34.0167,151.0333,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Alfords Point,NSW,-33.9874,151.0253,,27.0,Sydney - Sutherland,Sydney - Sutherland,True
Sydney,NSW,-33.8678,151.2073,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Darlinghurst,NSW,-33.8794,151.2193,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Broadway,NSW,-33.8923,151.0473,Capital Region,18.0,Sydney - Inner South West,Sydney - Inner South West,True
Eveleigh,NSW,-33.8956,151.1924,Sydney - City and Inner South,16.0,Sydney - City and Inner South,Sydney - City and Inner South,False
Barangaroo,NSW,-33.8603,151.2016,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Millers Point,NSW,-33.8596,151.2041,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Dawes Point,NSW,-33.8561,151.2077,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Ultimo,NSW,-33.8772,151.1972,Sydney - City and Inner South,16.0,Sydney - City and Inner South,Sydney - City and Inner South,False
Broadway,NSW,-33.8772,151.1972,Capital Region,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Chippendale,NSW,-33.8867,151.1975,Sydney - City and Inner South,16.0,Sydney - City and Inner South,Sydney - City and Inner South,False
Golden Grove,NSW,-33.8889,151.1965,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Pyrmont,NSW,-33.8698,151.194,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Surry Hills,NSW,-33.8837,151.2128,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Elizabeth Bay,NSW,-33.8718,151.2271,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Rushcutters Bay,NSW,-33.8748,151.228,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Woolloomooloo,NSW,-33.8704,151.2197,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Redfern,NSW,-33.8928,151.2041,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Zetland,NSW,-33.9075,151.2086,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Forest Lodge,NSW,-33.8814,151.18,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Annandale,NSW,-33.8833,151.1667,South Australia - South East,19.0,Sydney - Inner West,Sydney - Inner West,True
Enmore,NSW,-33.9005,151.1731,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Newtown,NSW,-33.8983,151.1775,Adelaide - Central and Hills,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Erskineville,NSW,-33.9025,151.1858,Sydney - City and Inner South,16.0,Sydney - City and Inner South,Sydney - City and Inner South,False
Tempe,NSW,-33.9233,151.1602,,16.0,Sydney - City and Inner South,Sydney - City and Inner South,True
Pages River,NSW,-31.7641,150.8869,,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Green Creek,NSW,-31.7641,150.8869,Hunter Valley exc Newcastle,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,False
Sandy Creek,NSW,-31.7641,150.8869,Latrobe - Gippsland,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Scotts Creek,NSW,-31.7641,150.8869,,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Ardglen,NSW,-31.7358,150.7484,,9.0,New England and North West,New England and North West,True
Murrurundi,NSW,-31.7642,150.8358,,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Crawney,NSW,-31.7641,150.8869,,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Blandford,NSW,-31.7849,150.8935,,5.0,Hunter Valley exc Newcastle,Hunter Valley exc Newcastle,True
Currabubula,NSW,-31.2667,150.7333,New England and North West,9.0,New England and North West,New England and North West,False
Piallaway,NSW,-31.1667,150.5833,New England and North West,9.0,New England and North West,New England and North West,False
Duri,NSW,-31.2141,150.8219,New England and North West,9.0,New England and North West,New England and North West,False
Winton,NSW,-31.0818,150.7179,Queensland - Outback,9.0,New England and North West,New England and North West,True
Attunga,NSW,-30.9303,150.8468,New England and North West,9.0,New England and North West,New England and North West,False
Upper Manilla,NSW,-30.6385,150.6635,New England and North West,9.0,New England and North West,New England and North West,False
Manilla,NSW,-30.7475,150.7197,New England and North West,9.0,New England and North West,New England and North West,False
Borah Creek,NSW,-30.5988,150.4984,New England and North West,9.0,New England and North West,New England and North West,False
Rushes Creek,NSW,-30.6938,150.653,New England and North West,9.0,New England and North West,New England and North West,False
Warrabah,NSW,-30.6938,150.653,New England and North West,9.0,New England and North West,New England and North West,False
Klori,NSW,-30.8318,150.7679,New England and North West,9.0,New England and North West,New England and North West,False
Wimborne,NSW,-30.6938,150.653,New England and North West,9.0,New England and North West,New England and North West,False
New Mexico,NSW,-30.7424,150.6185,New England and North West,9.0,New England and North West,New England and North West,False
Namoi River,NSW,-30.5978,150.803,New England and North West,9.0,New England and North West,New England and North West,False
Wongo Creek,NSW,-30.7,150.5,New England and North West,9.0,New England and North West,New England and North West,False
Mulla Creek,NSW,-31.0644,151.1113,New England and North West,9.0,New England and North West,New England and North West,False
Kootingal,NSW,-31.0586,151.0535,New England and North West,9.0,New England and North West,New England and North West,False
Limbri,NSW,-31.0388,151.1553,New England and North West,9.0,New England and North West,New England and North West,False
Tintinhull,NSW,-31.071,151.0045,New England and North West,9.0,New England and North West,New England and North West,False
Moonbi,NSW,-31.0177,151.0706,New England and North West,9.0,New England and North West,New England and North West,False
Bendemeer,NSW,-30.8865,151.1535,New England and North West,9.0,New England and North West,New England and North West,False
Camerons Creek,NSW,-30.2194,151.0464,New England and North West,9.0,New England and North West,New England and North West,False
